,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,mood
64,0.65,0.531,-8.335,0.0364,0.457,0.0,0.249,0.487,78.946,2aBxt229cbLDOvtL7Xbb9x,spotify:track:2aBxt229cbLDOvtL7Xbb9x,258133,Happy
65,0.661,0.911,-6.571,0.0417,0.0557,5.54e-06,0.348,0.919,117.147,0pBhA8yQ5FUKyQG13x2Qmh,spotify:track:0pBhA8yQ5FUKyQG13x2Qmh,334187,Happy
66,0.647,0.868,-6.427,0.106,0.088,0.124,0.129,0.804,121.82,3pf96IFggfQuT6Gafqx2rt,spotify:track:3pf96IFggfQuT6Gafqx2rt,242240,Happy
67,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,2tznHmp70DxMyr2XhWLOW0,spotify:track:2tznHmp70DxMyr2XhWLOW0,208760,Happy
68,0.696,0.943,-2.962,0.043,0.0736,0.0,0.653,0.832,129.002,3CSpzkoL1XgDBZ1q9aDCUV,spotify:track:3CSpzkoL1XgDBZ1q9aDCUV,194867,Happy
69,0.426,0.957,-5.552,0.0634,0.00162,0.000617,0.291,0.888,159.977,4VRJfWj7cNKivIggXeje8z,spotify:track:4VRJfWj7cNKivIggXeje8z,174933,Happy
70,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,484147,Happy
71,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,60nZcImufyMA1MKQY3dcCH,spotify:track:60nZcImufyMA1MKQY3dcCH,232720,Happy
72,0.87,0.775,-3.703,0.0865,0.0421,1.8e-06,0.14,0.792,106.001,0EJ3Kofm9hYq3hL4VZ881G,spotify:track:0EJ3Kofm9hYq3hL4VZ881G,181666,Happy
73,0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,1WkMMavIMc4JZ8cfMmxHkI,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,237547,Happy
74,0.689,0.863,-5.962,0.0348,0.0373,1.55e-05,0.0958,0.576,105.044,7GKMstqz3UYkFvlX93qCyz,spotify:track:7GKMstqz3UYkFvlX93qCyz,256320,Happy
75,0.641,0.471,-9.99,0.0564,0.33,1.19e-05,0.382,0.559,143.981,5vfoUjrdaLTQHGbLbcl5lx,spotify:track:5vfoUjrdaLTQHGbLbcl5lx,190641,Happy
76,0.416,0.837,-5.127,0.0598,0.000157,0.0,0.0881,0.376,165.967,7nlvjuAdtKroFHdgqwCBKC,spotify:track:7nlvjuAdtKroFHdgqwCBKC,195253,Happy
77,0.639,0.647,-6.537,0.0301,0.0301,0.000142,0.0964,0.352,130.032,6CenzKfN5aqSMXV8yJAi43,spotify:track:6CenzKfN5aqSMXV8yJAi43,148034,Happy
78,0.682,0.604,-8.611,0.421,0.556,2.34e-05,0.0992,0.701,99.848,5zYEMdgHeGvbdPgd3tOHcu,spotify:track:5zYEMdgHeGvbdPgd3tOHcu,229080,Happy
79,0.662,0.489,-7.067,0.0525,0.163,0.0,0.172,0.506,102.04,1c1sdxrYLIiuJOlE7PPttb,spotify:track:1c1sdxrYLIiuJOlE7PPttb,195881,Happy
80,0.703,0.801,-4.694,0.0333,0.00415,0.000248,0.134,0.672,108.001,6QD2VjrjttjljqUZPf9R89,spotify:track:6QD2VjrjttjljqUZPf9R89,202222,Happy
81,0.534,0.725,-3.906,0.046,0.091,0.0,0.0264,0.55,88.098,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,225149,Happy
82,0.761,0.739,-3.591,0.0369,0.178,3.35e-06,0.23,0.656,118.997,79wbJeLkXOlJh4AzaWCWfL,spotify:track:79wbJeLkXOlJh4AzaWCWfL,213436,Happy
83,0.574,0.96,-4.906,0.032,0.0457,0.0,0.121,0.978,117.486,2Y90nL1ohB4sgYELDs7uNx,spotify:track:2Y90nL1ohB4sgYELDs7uNx,254733,Happy
84,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,216773,Happy
85,0.583,0.856,-5.446,0.0445,0.00484,0.0,0.224,0.48,168.053,4WZ3liyYz5ZzDcL4ibAuOi,spotify:track:4WZ3liyYz5ZzDcL4ibAuOi,178973,Happy
86,0.689,0.706,-4.48,0.0312,0.0833,0.0,0.105,0.623,106.52,2sX7lJXsOYGP1Us6CqM9t1,spotify:track:2sX7lJXsOYGP1Us6CqM9t1,226268,Happy
87,0.89,0.666,-4.361,0.129,0.0606,6.54e-05,0.11,0.269,98.018,5cy2dREJqJAyf3CNr509W7,spotify:track:5cy2dREJqJAyf3CNr509W7,165360,Happy
88,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,0kzw2tRyuL9rzipi5ntlIy,spotify:track:0kzw2tRyuL9rzipi5ntlIy,199080,Happy
89,0.72,0.612,-6.324,0.0545,0.245,0.0,0.109,0.624,111.984,1jzJQlaWgu7ZYqRldXXFRD,spotify:track:1jzJQlaWgu7ZYqRldXXFRD,180879,Happy
90,0.594,0.554,-5.947,0.0323,0.0775,0.0,0.154,0.481,178.094,6bePYd5M396sVoHFDg36Ub,spotify:track:6bePYd5M396sVoHFDg36Ub,204774,Happy
91,0.679,0.849,-3.841,0.0649,0.0916,0.0,0.121,0.683,100.095,6iMoJ3UdrO2ZjzzcaN8Eom,spotify:track:6iMoJ3UdrO2ZjzzcaN8Eom,238667,Happy
92,0.699,0.7,-5.704,0.0392,0.0109,0.0794,0.152,0.3,102.023,1zEhH5BmSpKi1mRSIfBDOq,spotify:track:1zEhH5BmSpKi1mRSIfBDOq,184880,Happy
93,0.768,0.589,-8.991,0.0403,0.00417,2.67e-05,0.136,0.757,97.979,6zTKuNMEU3svBn65L6u88M,spotify:track:6zTKuNMEU3svBn65L6u88M,199380,Happy
94,0.8,0.627,-5.892,0.0633,0.296,0.0,0.0892,0.693,104.96,3I1Smy5zhzNEc9grpjwY1s,spotify:track:3I1Smy5zhzNEc9grpjwY1s,166948,Happy
95,0.53,0.848,-6.243,0.0741,0.256,0.0,0.893,0.396,106.901,3R2Ixz50biUsQzcla8DjeI,spotify:track:3R2Ixz50biUsQzcla8DjeI,240893,Happy
96,0.523,0.402,-8.233,0.0305,0.778,0.0,0.432,0.675,70.863,0WVTQp3SOCuMr08jh1jweV,spotify:track:0WVTQp3SOCuMr08jh1jweV,162533,Happy
97,0.751,0.772,-3.853,0.0383,0.039,0.0,0.102,0.923,117.941,7dT6ccDqmMHvz5C0d8iUND,spotify:track:7dT6ccDqmMHvz5C0d8iUND,222349,Happy
98,0.639,0.844,-3.126,0.0409,0.0016,0.00247,0.238,0.697,110.031,3AYirxvYvayyrk0u4c2ytC,spotify:track:3AYirxvYvayyrk0u4c2ytC,172376,Happy
99,0.789,0.567,-8.501,0.0585,0.193,0.00023,0.18,0.725,144.021,6Gl9htJmNmnugLygZo15QF,spotify:track:6Gl9htJmNmnugLygZo15QF,145701,Happy
0,0.853,0.681,-5.003,0.0888,0.00966,5.71e-05,0.0233,0.93,114.989,4rmPQGwcLQjCoFq5NrTA0D,spotify:track:4rmPQGwcLQjCoFq5NrTA0D,270627,Happy
1,0.72,0.715,-4.652,0.04,0.258,0.0568,0.107,0.357,107.041,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,193813,Happy
2,0.551,0.821,-4.489,0.0539,0.0102,0.0438,0.153,0.842,174.923,5dKBaysNJtfpyNTRa5lqDb,spotify:track:5dKBaysNJtfpyNTRa5lqDb,137760,Happy
3,0.547,0.82,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,6Ac4NVYYl2U73QiTt11ZKd,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,172867,Happy
4,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,203064,Happy
5,0.596,0.869,-11.97,0.037,0.0116,0.173,0.0678,0.944,109.902,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,238733,Happy
6,0.635,0.786,-6.46,0.0377,0.0349,0.00767,0.497,0.305,97.54,7zkDEBSxkcBVsStS4qBFpK,spotify:track:7zkDEBSxkcBVsStS4qBFpK,241547,Happy
7,0.715,0.97,-2.206,0.0648,0.0644,0.000156,0.205,0.963,79.504,3AszgPDZd9q0DpDFt4HFBy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,239240,Happy
8,0.737,0.846,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,143901,Happy
9,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,4Z1fbYp0HuxLBje4MOZcSD,spotify:track:4Z1fbYp0HuxLBje4MOZcSD,155227,Happy
10,0.764,0.705,-3.463,0.0284,0.259,8.92e-05,0.12,0.781,110.97,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,208667,Happy
11,0.679,0.79,-6.934,0.059,0.139,0.00669,0.165,0.369,131.177,6VwkgtOIlVboseFPCFnyJ2,spotify:track:6VwkgtOIlVboseFPCFnyJ2,251533,Happy
12,0.731,0.626,-6.919,0.0805,0.125,0.0,0.183,0.862,82.488,51PSUD2YHjPyAy3jnkaoy7,spotify:track:51PSUD2YHjPyAy3jnkaoy7,173640,Happy
13,0.566,0.876,-4.6,0.187,0.0175,0.0114,0.677,0.642,156.291,2RknY4IqSPwagR0v5wchIW,spotify:track:2RknY4IqSPwagR0v5wchIW,209447,Happy
14,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,211560,Happy
15,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,236002,Happy
16,0.703,0.68,-6.118,0.0431,0.0171,0.0,0.178,0.536,97.985,6w8ZPYdnGajyfPddTWdthN,spotify:track:6w8ZPYdnGajyfPddTWdthN,210384,Happy
17,0.586,0.651,-10.16,0.048,0.144,0.0,0.489,0.901,81.397,6ZEAXknmx2mrO3KgcDNpFI,spotify:track:6ZEAXknmx2mrO3KgcDNpFI,223067,Happy
18,0.863,0.631,-4.689,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4nK5YrxbMGZstTLbvj6Gxw,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,223480,Happy
19,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,248413,Happy
20,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,174000,Happy
21,0.784,0.675,-7.718,0.049,0.261,1.4e-06,0.293,0.854,124.908,6RT3PxDEQOa7m6tK502DNa,spotify:track:6RT3PxDEQOa7m6tK502DNa,224053,Happy
22,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,178560,Happy
23,0.742,0.838,-6.442,0.11,0.0832,0.0,0.418,0.848,113.373,3v8PlUFGQQDBIk1J86waCo,spotify:track:3v8PlUFGQQDBIk1J86waCo,188240,Happy
24,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,218107,Happy
25,0.525,0.686,-8.879,0.0325,0.18,2.66e-06,0.274,0.91,193.667,5olYKlNYCELRBQzxQ6Tr1V,spotify:track:5olYKlNYCELRBQzxQ6Tr1V,150126,Happy
26,0.818,0.783,-6.534,0.0444,0.232,0.00886,0.0803,0.819,99.992,1YrC8s6yZWw23QxW6rfM9f,spotify:track:1YrC8s6yZWw23QxW6rfM9f,162267,Happy
27,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,163026,Happy
28,0.32,0.62,-9.686,0.0594,0.64,6.36e-05,0.253,0.472,86.327,6lFZbCc7pn6Lme1NP7qQqQ,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,448720,Happy
29,0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,206071,Happy
30,0.351,0.928,-3.71,0.0759,0.00113,0.0,0.0988,0.239,148.03,0eGsygTp906u18L0Oimnem,spotify:track:0eGsygTp906u18L0Oimnem,222076,Happy
31,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,0uI7yAKUf52Cn7y3sYyjiX,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,177667,Happy
32,0.681,0.163,-22.597,0.165,0.881,7.62e-05,0.0688,0.771,69.283,5YbgcwHjQhdT1BYQ4rxWlD,spotify:track:5YbgcwHjQhdT1BYQ4rxWlD,292400,Happy
33,0.878,0.525,-6.832,0.0578,0.183,0.0,0.0714,0.694,112.022,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,158571,Happy
34,0.598,0.531,-7.484,0.0954,0.331,1.51e-06,0.0938,0.696,70.469,4ZrbWwFHHjPoe7cfUBJ9WQ,spotify:track:4ZrbWwFHHjPoe7cfUBJ9WQ,168000,Happy
35,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,201122,Happy
36,0.491,0.87,-5.99,0.0308,0.00361,0.126,0.184,0.814,124.444,4er8NyQ8cFnZ2b643Tjc44,spotify:track:4er8NyQ8cFnZ2b643Tjc44,224800,Happy
37,0.544,0.847,-4.794,0.0385,0.0462,0.0,0.336,0.168,97.974,24fXShNbufmThxBTWWPfO1,spotify:track:24fXShNbufmThxBTWWPfO1,184133,Happy
38,0.843,0.656,-11.184,0.0595,0.0466,0.0187,0.169,0.931,121.112,6pc8xULSlsMdFB3OrqbvZ4,spotify:track:6pc8xULSlsMdFB3OrqbvZ4,215653,Happy
39,0.537,0.622,-6.602,0.224,0.372,0.0,0.127,0.729,99.905,5EKEYEvTy8GYCDSCgLPUsn,spotify:track:5EKEYEvTy8GYCDSCgLPUsn,168777,Happy
40,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,Happy
41,0.896,0.704,-12.148,0.0402,0.401,0.132,0.0884,0.98,128.685,6W99yGcIH43jskdRA7idD3,spotify:track:6W99yGcIH43jskdRA7idD3,243696,Happy
42,0.811,0.879,-3.724,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,0ifSeVGUr7py5GggttDhXw,spotify:track:0ifSeVGUr7py5GggttDhXw,188754,Happy
43,0.541,0.591,-6.688,0.0336,0.289,0.000431,0.124,0.116,111.676,0cBPuDA3xUjR4Vh9o7CKy8,spotify:track:0cBPuDA3xUjR4Vh9o7CKy8,306320,Happy
44,0.498,0.872,-6.744,0.0977,0.14,3.17e-06,0.103,0.553,170.056,3jnMhpFIw1rtQh43XnNUxs,spotify:track:3jnMhpFIw1rtQh43XnNUxs,174185,Happy
45,0.635,0.672,-6.788,0.0637,0.314,5.03e-06,0.0688,0.895,166.903,6pyex9B1kBoRIuabBAc4m8,spotify:track:6pyex9B1kBoRIuabBAc4m8,155333,Happy
46,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,204280,Happy
47,0.713,0.607,-4.388,0.0582,0.218,2.34e-05,0.103,0.202,91.005,0lqtePau02eM0xmOUIZ3uE,spotify:track:0lqtePau02eM0xmOUIZ3uE,171429,Happy
48,0.341,0.895,-6.66,0.076,0.147,0.0,0.0741,0.677,174.987,4vnYwFOZCVl0bmerWyuzRw,spotify:track:4vnYwFOZCVl0bmerWyuzRw,237733,Happy
49,0.74,0.688,-4.361,0.0916,0.061,0.0,0.138,0.935,115.035,6FfLg6FFqhCsrFOaHIGkg0,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,135581,Happy
50,0.749,0.484,-9.944,0.0484,0.13,0.137,0.0486,0.939,167.084,7HX9f8AMBl0vQxAoAzLqhS,spotify:track:7HX9f8AMBl0vQxAoAzLqhS,187600,Happy
51,0.653,0.869,-3.725,0.0382,0.128,2.2e-05,0.046,0.697,122.017,03mMSLEJCPoGJwQhHpN5y0,spotify:track:03mMSLEJCPoGJwQhHpN5y0,197347,Happy
52,0.388,0.338,-10.054,0.0329,0.652,3.73e-06,0.248,0.478,177.765,2RlgNHKcydI9sayD2Df2xp,spotify:track:2RlgNHKcydI9sayD2Df2xp,303373,Happy
53,0.676,0.824,-5.752,0.0449,0.0271,0.0152,0.363,0.696,122.221,4Sqc0kPuZpfI0T2TZBu8JT,spotify:track:4Sqc0kPuZpfI0T2TZBu8JT,187733,Happy
54,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027,2sXf2JdbB2GlNju00kw9WE,spotify:track:2sXf2JdbB2GlNju00kw9WE,203123,Happy
55,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,163253,Happy
56,0.32,0.917,-5.903,0.0771,0.0717,0.0,0.169,0.715,190.757,15tHagkk8z306XkyOHqiip,spotify:track:15tHagkk8z306XkyOHqiip,188360,Happy
57,0.594,0.83,-5.727,0.0632,0.0288,0.0215,0.261,0.69,117.973,6WP4WTHzaPTCk1QrbRLhgL,spotify:track:6WP4WTHzaPTCk1QrbRLhgL,203527,Happy
58,0.568,0.824,-4.613,0.0299,0.403,0.0,0.0855,0.753,108.625,5Ts1DYOuouQLgzTaisxWYh,spotify:track:5Ts1DYOuouQLgzTaisxWYh,174760,Happy
59,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,209438,Happy
60,0.461,0.936,-6.824,0.104,0.416,0.000135,0.136,0.811,172.43,7w4Tbkbx081vRJa8ol56Qf,spotify:track:7w4Tbkbx081vRJa8ol56Qf,249333,Happy
61,0.675,0.885,-4.432,0.0436,0.217,0.0,0.086,0.768,97.03,0KpfYajJVVGgQ32Dby7e9i,spotify:track:0KpfYajJVVGgQ32Dby7e9i,216667,Happy
62,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,223413,Happy
63,0.466,0.801,-5.175,0.0354,0.0209,0.0,0.241,0.379,103.197,3O0FuEfTpt3Zn6J3pXrXVO,spotify:track:3O0FuEfTpt3Zn6J3pXrXVO,267413,Happy
64,0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,0.964,129.912,1dKm4a7TOYFzzTQvU59C59,spotify:track:1dKm4a7TOYFzzTQvU59C59,219920,Happy
65,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,238805,Happy
66,0.548,0.705,-10.026,0.0375,0.278,1.89e-06,0.158,0.964,159.307,7sVxvaLH9Bx9YZyBjdRpdQ,spotify:track:7sVxvaLH9Bx9YZyBjdRpdQ,148277,Happy
67,0.466,0.634,-5.3,0.0289,0.0763,0.0,0.0678,0.324,128.992,5zsvG3RApT8qMVl7673FqF,spotify:track:5zsvG3RApT8qMVl7673FqF,194240,Happy
68,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,141806,Happy
69,0.556,0.929,-3.659,0.037,0.0499,1.7e-06,0.0931,0.842,137.996,1hy6Dic0L5SU1XqjhYY1TR,spotify:track:1hy6Dic0L5SU1XqjhYY1TR,188893,Happy
70,0.767,0.889,-2.988,0.0963,0.00611,0.0,0.402,0.843,119.93,0k664IuFwVP557Gnx7RhIl,spotify:track:0k664IuFwVP557Gnx7RhIl,195145,Happy
71,0.559,0.752,-10.046,0.0581,0.448,0.00061,0.0907,0.946,187.712,6nzhhT57iQYrbqumru9NNP,spotify:track:6nzhhT57iQYrbqumru9NNP,179973,Happy
72,0.548,0.632,-5.569,0.145,0.0126,4.95e-06,0.0769,0.535,113.682,7KdF7Zac5eC9jutk9Qret4,spotify:track:7KdF7Zac5eC9jutk9Qret4,245800,Happy
73,0.639,0.845,-3.333,0.0372,0.0528,0.0,0.336,0.871,119.48,1FHNctV68GUNLgXclG2DtR,spotify:track:1FHNctV68GUNLgXclG2DtR,233373,Happy
74,0.793,0.793,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,3PfIrDoz19wz7qK7tYeu62,spotify:track:3PfIrDoz19wz7qK7tYeu62,183290,Happy
75,0.614,0.603,-10.929,0.139,0.709,0.000173,0.294,0.608,84.997,0kCGEKTnTVLQWO5K39iGhx,spotify:track:0kCGEKTnTVLQWO5K39iGhx,144000,Happy
76,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,5b88tNINg4Q4nrRbrCXUmg,spotify:track:5b88tNINg4Q4nrRbrCXUmg,232720,Happy
77,0.851,0.551,-5.177,0.0396,0.151,0.0,0.0827,0.807,131.922,66S14BkJDxgkYxLl5DCqOz,spotify:track:66S14BkJDxgkYxLl5DCqOz,219467,Happy
78,0.584,0.726,-4.604,0.0371,0.14,0.0,0.0984,0.398,106.979,2JVwsN6viHjR9t5pCPQ4Br,spotify:track:2JVwsN6viHjR9t5pCPQ4Br,212447,Happy
79,0.965,0.857,-8.458,0.17,0.00131,0.0,0.0726,0.951,127.656,6jBCehpNMkwFVF3dz4nLIW,spotify:track:6jBCehpNMkwFVF3dz4nLIW,183760,Happy
80,0.741,0.711,-9.359,0.126,0.439,0.0,0.116,0.801,74.989,1hmV2cFt3tJfvOc9zwzytY,spotify:track:1hmV2cFt3tJfvOc9zwzytY,166400,Happy
81,0.647,0.868,-6.427,0.106,0.088,0.124,0.129,0.804,121.82,3pf96IFggfQuT6Gafqx2rt,spotify:track:3pf96IFggfQuT6Gafqx2rt,242240,Happy
82,0.434,0.958,-3.558,0.0543,2.64e-05,0.000245,0.101,0.746,145.063,2zJGwCm2cqkb7q0qrOIMpY,spotify:track:2zJGwCm2cqkb7q0qrOIMpY,209804,Happy
83,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,242373,Happy
84,0.818,0.688,-7.083,0.0379,0.00209,0.0541,0.282,0.971,122.983,2qONptRzQM0D3BGOgAsapI,spotify:track:2qONptRzQM0D3BGOgAsapI,259507,Happy
85,0.794,0.628,-4.321,0.0328,0.0871,0.0,0.181,0.935,121.793,7BL33HmuFQien4olebugdj,spotify:track:7BL33HmuFQien4olebugdj,159119,Happy
86,0.59,0.868,-5.832,0.048,0.0962,0.000322,0.442,0.798,184.348,1ot6jEe4w4hYnsOPjd3xKQ,spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,230640,Happy
87,0.654,0.791,-6.243,0.048,0.0392,0.0,0.321,0.603,133.042,04MNyOQZDvLsW2gjAm9q2L,spotify:track:04MNyOQZDvLsW2gjAm9q2L,199526,Happy
88,0.692,0.832,-4.414,0.0291,0.0881,0.0674,0.183,0.858,112.007,4S46FETQcxhXROubIV11M3,spotify:track:4S46FETQcxhXROubIV11M3,165810,Happy
89,0.631,0.924,-5.589,0.146,0.0841,3.59e-06,0.084,0.755,100.045,213x4gsFDm04hSqIUkg88w,spotify:track:213x4gsFDm04hSqIUkg88w,192280,Happy
90,0.782,0.873,-7.157,0.0475,0.141,0.0571,0.112,0.858,123.181,0KxTWgl64TNOQXiGFJYc6t,spotify:track:0KxTWgl64TNOQXiGFJYc6t,252933,Happy
91,0.689,0.887,-4.27,0.0424,0.0231,0.0,0.275,0.937,142.014,0Me1AKVY2wzxOKLMiaAtNy,spotify:track:0Me1AKVY2wzxOKLMiaAtNy,205027,Happy
92,0.699,0.641,-7.564,0.0289,0.13,0.000218,0.0601,0.728,120.745,6pxWv6GV35VGmcPf5dh6CH,spotify:track:6pxWv6GV35VGmcPf5dh6CH,187213,Happy
93,0.323,0.847,-4.716,0.0348,5.12e-06,0.0208,0.25,0.859,173.914,1Q8reqCOXg2yqNr47HGo9X,spotify:track:1Q8reqCOXg2yqNr47HGo9X,98400,Happy
94,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,4saklk6nie3yiGePpBwUoc,spotify:track:4saklk6nie3yiGePpBwUoc,199054,Happy
95,0.613,0.923,-5.234,0.0691,0.00892,0.0,0.149,0.669,96.043,2kiJ5lZQZusgWwpqA7z2i1,spotify:track:2kiJ5lZQZusgWwpqA7z2i1,166920,Happy
96,0.516,0.684,-5.659,0.0797,0.652,0.0,0.685,0.84,161.167,0BbA7S30mOQB94e4IBnqCt,spotify:track:0BbA7S30mOQB94e4IBnqCt,131160,Happy
97,0.636,0.881,-5.376,0.0758,0.134,0.00952,0.074,0.845,118.237,7BXToqZFtclAj6mshYWena,spotify:track:7BXToqZFtclAj6mshYWena,133467,Happy
98,0.526,0.763,-12.663,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,20CNpCKq1oTdvekXaboyeq,spotify:track:20CNpCKq1oTdvekXaboyeq,215160,Happy
99,0.618,0.837,-5.574,0.115,0.0842,0.0,0.344,0.8,168.114,1bxa0TPdBMHPeZFHe0adCw,spotify:track:1bxa0TPdBMHPeZFHe0adCw,174800,Happy
